sample,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
GSM1523832,8.840699,6.7654943,0.0,0.0,0.0,0.0,10.497447,5.0621204,0.0,8.7198925,0.0,4.772831,0.0,0.0,2.7807152,0.0,8.017281,6.3005834,0.0,6.579743,2.181808,0.0,0.0,0.0,0.0,0.0,2.3277745,7.3328924,0.0,0.0,8.027633,0.0,6.4991846,10.114203,0.0,8.302325,0.0,0.0,2.2899282,0.0,5.6335025,0.0,4.7231774,1.0878856,5.6016808,0.0,7.3764124,0.0,0.0,0.0,0.0,4.3768206,0.0,0.0,0.0,0.0,0.0,5.5237556,2.3272452,4.5406866,5.9371533,0.0,0.0,0.0,0.0,0.0,9.703708,8.176933,7.3425474,0.0,0.0,0.0,3.0966258,7.492317,4.278813,0.0,0.40758002,0.0,0.0,6.8741083,0.0,0.0,7.039353,4.494534,0.0,1.3775113,0.0,3.1138809,0.0,0.0,8.219788,4.10946,0.0,7.9239774,7.0039043,0.0,0.0,0.0,0.0,0.0
GSM1523833,5.8202,5.284497,0.0,0.27539968,7.285078,4.205643,6.5262856,6.7548146,0.0,1.40616,6.8068123,0.21779203,0.0,6.8399034,0.0,0.0,0.91524154,0.0,0.49299514,8.7449465,3.9785337,6.652608,0.7689941,0.9471548,0.0,0.0,7.6009445,0.0,4.3930473,5.0459404,5.920693,3.283945,0.042544484,6.2302146,7.107155,8.538485,5.229293,7.090256,7.366333,0.23880064,0.0,0.0,0.42059612,3.7820292,0.0,6.3845463,0.25142765,6.891908,0.0,4.776602,4.9880514,6.2824078,6.803202,2.998963,8.1490755,0.8858481,0.13730466,0.0,8.667741,0.0,0.0,8.28863,2.028823,7.2754817,0.0,7.656017,0.0,0.0,0.0,0.0,5.0257053,1.7346166,4.567126,0.0,0.0,5.015027,6.1331224,0.07599282,0.0,0.0,4.7024803,0.016904712,0.7459729,0.0,0.0,0.0,0.0,0.14309597,4.9920897,5.782568,5.6117406,5.9331484,7.307989,7.1018195,4.715511,6.4585905,1.6517867,0.0,0.0,0.0
GSM1523834,3.6355143,5.044944,0.0,6.103021,1.1473192,3.0936742,4.615646,7.2054687,4.6594625,0.3680122,0.6979443,5.976638,2.3624597,7.1624355,5.5166283,4.614015,5.575261,5.2428236,4.120158,0.0,0.0,0.44997776,8.63354,5.9396677,0.0,1.8661101,2.356302,5.943845,4.6977315,4.181813,1.1878936,3.3167171,0.0,0.6609415,0.101903915,6.4616203,0.05828178,5.6683326,0.0,0.75471336,3.4741642,0.0,1.1506075,0.0,0.0,5.6950264,5.8348885,0.0,5.1972413,7.544569,0.0,0.022168756,4.0130715,5.4314175,0.0,0.0,1.493805,0.0,4.382003,0.0,0.0,0.0,0.0,1.7043219,5.8900523,0.80649173,8.625091,5.947587,5.719965,6.742274,0.0,2.2402725,0.9975294,3.700965,0.0,4.2793484,1.705051,2.1986513,7.061509,2.3743086,6.587097,0.0,0.093215585,2.4939191,0.0,2.8050997,0.4930458,0.0,0.0,2.704751,6.802501,0.0,0.0,0.0,2.8664277,0.6227666,6.0799356,3.8456345,0.0,4.6614623
GSM1523835,0.0,0.0,0.0,0.0,0.0,0.0,5.923788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.315071,0.0,0.0,0.0,0.0,0.0,10.557819,0.0,0.0,0.0,0.0,7.849044,0.0,9.610355,0.28764272,0.0,0.0,5.7332153,0.0,0.0,0.0,0.0,0.0,0.0,0.09600699,0.0,0.0,0.0,7.1880274,8.044906,10.147459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5969644,0.0,0.0,5.325788,0.0,7.0792103,11.764696,0.0,0.0,0.5717262,0.0,0.0,0.0,0.0,0.0,0.0,8.480855,8.921756,0.0,0.0,0.0,3.251328,0.0,0.0,0.0,4.9423203,1.4699581,0.0,6.8542914,7.466854,0.0,0.0,0.0,0.0,0.0,0.0,14.06974,0.0,0.0,6.2292476,10.816883,0.0,7.428854,0.0,0.0,0.0
GSM1523836,0.0,8.029556,0.0,7.6722646,0.0,0.0,0.0,7.18404,0.0,0.0,1.1818738,0.0,0.0,7.8630767,9.115477,2.4147851,3.0005693,0.0,0.0,8.748546,0.0,0.0,0.0,2.011797,6.129911,0.0,0.0,8.077127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1546683,0.48824167,0.0,0.0,0.0,0.0,2.1175215,0.0,7.572159,7.177796,0.0,0.0,0.0,0.0,10.431985,0.0,0.0,8.650645,0.0,0.0,5.900554,3.8748171,6.965344,6.8197527,0.45526636,0.0,6.057334,0.0,0.0,3.8349874,7.232299,0.0,7.5772624,0.0,7.874366,0.0,0.0,8.57173,2.1615992,4.597808,7.9826736,6.765318,0.0,8.066583,0.0,5.8837395,0.0,0.0,0.0,7.634592,0.0,2.4861507,0.0,5.0360136,9.5110035,4.5003223,0.0,0.0,5.7146077,0.0,0.0,0.0,0.0,0.0,0.0
GSM1523837,0.0,0.0,8.015795,0.0,2.2263153,8.226233,0.0,0.0,8.080129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2656686,8.947854,6.988062,0.0,0.0,0.0,8.474026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3564024,0.0,0.0,11.834086,8.383838,0.0,0.0,5.400986,0.0,7.751202,1.6543434,5.911166,0.0,0.0,8.131194,1.3148105,0.0,9.581808,0.0,0.0,7.5727572,2.5335982,0.0,0.0,0.0,0.0,4.0444264,0.4933946,0.0,7.761537,7.0896263,0.0,0.0,9.935523,0.0,0.0,0.0,0.0,7.2448635,9.579923,5.3750277,6.362365,0.0,0.8910249,0.0,8.232913,2.6865876,8.311431,7.302698,4.968942,0.0,0.0,0.0,6.1767225,0.0,0.0,5.329307,0.0,3.1208105,3.3391623,0.0,8.264887,5.4327908,6.9521265,0.0,0.0,0.0,5.4929557
GSM1523838,0.0,0.19098091,4.6765223,4.0803375,1.8318967,6.45571,5.5295677,0.0,0.0,6.3395214,0.0,0.0,7.7254257,0.0,1.9779849,6.998263,5.6976085,0.0,0.0,7.148633,6.859688,0.0,6.9116993,5.825643,3.9438663,0.23716116,6.815556,0.03341961,1.4339881,5.287626,9.026255,0.0,0.0,5.911185,0.0,0.0,6.1224213,4.218847,4.24945,8.318966,0.0,0.0,6.880741,5.7718945,4.1892447,8.394829,0.81940866,2.8171155,0.0,5.900506,0.0,0.0,6.764709,0.0,7.1951313,0.0,7.711008,0.63125646,0.0,0.0,0.0,5.2148905,6.4389534,0.90849316,5.687719,6.3781657,3.4529352,5.013715,7.337049,7.0660505,0.0,0.0,2.4133272,1.5623868,4.0532117,7.065421,2.4604275,4.3749876,7.8158207,5.85897,4.9529123,0.0,4.57308,7.3706694,5.120433,0.0,0.0,0.0,0.0,0.9269749,1.2736279,0.0,0.0,0.22850525,7.3476663,5.6999383,0.0,0.0,0.0,3.4241157
GSM1523839,0.0,4.5856094,0.0,5.954945,0.0,6.700961,6.0941257,2.6039684,0.19830191,5.572396,0.46045947,6.466857,7.6966906,5.484733,5.7705,7.3836713,4.4473467,6.25909,6.3703475,7.442519,4.5706224,0.1149044,7.0071707,0.0,4.8812833,0.0,0.7808378,7.825758,1.6513525,6.4413667,5.5750513,0.0,7.3974495,0.45380294,0.0,8.647095,3.982695,0.0,5.480966,0.6323056,3.6275868,2.0059326,5.7728014,2.2422426,4.0609226,7.495036,0.0,0.0,7.0334015,2.709734,8.734872,1.4388821,0.0,0.089815855,5.2609715,0.9184052,3.6096501,0.5654701,6.4140205,4.4606524,0.0,4.213798,5.741515,4.039038,5.793908,0.0,6.7085075,0.83606714,1.6771356,0.0,0.0,3.8344522,0.74069715,4.404143,0.0,2.3790398,0.0,6.293808,7.3817015,4.56336,2.7758489,5.50215,4.5294113,0.0,0.0,0.0,0.18192005,4.818514,0.0,2.8862243,4.989801,2.6654174,4.421259,0.0,0.0,0.0,4.9084578,0.0,6.5835,0.3607036
GSM1523840,1.1936634,0.0,0.0,8.158555,10.174224,0.0,8.85326,0.0,0.0,5.863318,0.0,1.5374622,0.0,8.126488,7.2213173,0.0,0.0,0.0,0.0,6.7323627,8.137405,6.1457634,0.0,0.0,2.4054167,0.0,7.856285,0.0,0.0,7.1953406,0.0,0.0,0.0,6.889057,0.0,7.948568,0.0,0.0,0.0,0.0,0.0,0.0,5.801956,8.804266,0.0,5.57563,7.7256155,3.1048355,0.0,9.373947,0.0,7.1765785,9.270628,0.0,9.804907,0.0,0.0,0.0,0.0,7.551358,0.0,8.00276,6.9978027,0.0,0.033052206,8.144697,2.0320246,9.095483,0.0,0.0,0.0,0.0,7.6011744,0.0,7.8049545,0.0,0.0,8.3377495,0.0,6.2848473,6.126811,7.8225865,6.755163,0.0,2.9144702,0.0,0.0,1.3277454,7.302513,0.0,8.42328,5.2492013,0.0,4.290543,0.0,0.0,8.632896,0.0,0.0,0.0
GSM1523841,5.169938,0.0,7.709459,7.6939597,4.077029,4.844396,0.0,0.0,0.0,0.0,0.0,0.0,5.9455314,8.940649,0.0,1.8875396,0.0,0.0,0.0,8.085612,0.0,5.793126,9.339971,6.401609,5.8918953,5.4534826,0.0,7.303275,1.3272116,0.0,5.7989354,0.0,0.0,0.0,9.735094,8.084806,0.0,5.575399,5.0009637,7.5818944,0.0,0.0,0.0,0.0,6.863472,0.0,0.0,0.0,0.0,4.7450323,0.0,7.624604,0.42501163,0.0,0.0,0.32530046,0.0,0.0,0.0,0.0,6.2245636,6.5725303,6.8842163,0.0,0.0,0.0,0.0,0.0,0.0,0.87588596,5.40664,0.0,0.86020064,5.2209826,0.0,0.0,7.983885,6.8048325,0.0,0.0,5.876235,5.586279,0.0,0.0,9.299525,6.481814,0.0,0.3291409,0.14945018,6.267997,0.0,0.0,7.142639,7.8011465,3.7840486,0.0,6.6320615,0.0,6.231385,0.0
GSM1523842,3.6784725,3.3244333,0.0,2.3624926,0.6428584,0.0,5.2648387,2.2453244,4.6859856,2.5023613,0.0,1.7627031,1.631943,1.238152,6.6216164,0.0,4.015624,4.6050196,0.84570515,5.746018,3.1416378,0.0,5.103586,1.0509045,0.0,3.1618414,3.008978,3.3676963,0.0,1.4659002,3.0540733,2.1761801,1.4508717,1.0889668,5.495283,3.4162118,0.69426787,2.500399,1.2741165,0.0,5.030358,1.0369347,0.0,1.7603799,1.0809561,3.8262355,4.899316,0.0,1.0440376,5.107462,0.5946399,4.384577,1.5257044,1.0092759,0.01260376,0.0,0.17017674,1.9552054,3.535623,2.83118,6.406927,0.7245096,4.1267557,2.3075526,0.0,1.2479372,3.4686341,3.4801528,1.8205638,3.081462,3.950723,0.0,0.7647127,2.2315423,2.5514178,1.2967277,0.0,1.6365124,1.7188584,4.0493984,3.3952997,3.0174973,2.7148044,3.9709299,0.0,0.0,6.319456,0.0,2.1533208,0.7700623,5.5094757,0.0,3.872791,4.3519773,5.6341114,4.1639547,0.0,1.0472457,2.5884013,5.1502843
GSM1523843,0.0,5.451642,0.045060635,0.0,1.7073134,5.3568573,1.807967,2.143307,4.765995,4.918336,4.7443485,4.063426,4.202314,4.6569834,3.9542322,1.0997659,3.7050471,1.0910747,5.6037846,2.8642197,3.5043526,0.86300707,3.793247,1.441253,1.2864258,4.7392464,5.1356587,4.291974,5.4224043,1.3881001,5.560769,4.9888477,0.81224227,3.0663438,4.8119974,7.462044,5.73674,3.420939,0.0,0.0,3.3368592,0.2982887,0.51092076,2.3332827,3.02466,4.771208,0.0,0.0,1.6773255,2.2457476,2.9170547,2.2953093,0.0,0.180161,1.9739964,6.2743044,0.07912493,1.9335681,4.724637,0.0,7.563137,3.222488,4.200708,6.092774,3.1415818,3.5090199,6.4985566,3.0565755,5.846808,7.5283375,0.0,1.9796234,4.044243,3.0806208,4.3737783,0.0,3.2630749,0.6969417,0.40837038,2.593137,1.2185135,3.6019914,0.7332467,2.855278,0.9478681,2.8581467,4.1290607,6.053688,1.1480131,3.7692976,4.3687844,0.0,5.4826913,1.4084132,1.1284428,3.3796928,4.3654785,3.341825,2.680151,4.265437
GSM1523844,5.4565,0.0,2.2398744,2.626564,1.5309513,2.9842489,0.0,0.42030668,0.0,0.0,0.0,2.9012396,4.155669,1.9806682,6.5437584,3.346917,3.451253,0.0,1.8487937,4.4322906,4.9561667,0.0,0.06099236,0.0,0.57344806,1.4162829,2.0246594,2.265255,0.0,0.0,3.3765688,0.0,2.693202,2.6117487,4.222855,1.3441484,1.7702664,6.0984507,2.1294777,0.0,0.5331247,7.399414,1.0167607,0.0,0.0,2.0630329,2.2401814,1.6786566,2.7947564,0.9454053,0.0,6.569619,4.5537124,0.0,2.7436082,1.8435223,0.789461,2.2914193,1.5127313,2.018811,4.3866425,0.0,1.2089517,3.244042,3.0466814,0.0,0.9978276,0.043418527,2.286583,3.1435938,0.0,7.1342363,0.0,2.2701619,2.6373491,0.0,0.55144906,1.803164,1.0462558,8.711345,2.133219,4.896659,3.5283008,3.6190982,0.0,0.0,0.0,0.0,1.5808749,0.0,3.3099384,1.323138,2.8149884,6.3995867,4.2832756,0.016208768,3.8856697,0.39023697,0.3403269,1.9722981
GSM1523845,0.0,6.425035,0.0,0.0,0.0,0.0,0.0,3.177567,0.0,3.0570621,0.25584102,0.0,5.932916,5.802449,7.73077,4.81747,5.8951235,0.0,0.0,0.0,0.0,5.300934,9.539149,0.0,5.8742094,8.604136,0.0,7.5049057,0.0,0.0,0.0,0.0,8.621148,6.4723377,0.3502828,6.743671,0.0,6.5094905,0.0,0.0,8.379392,6.350336,6.3591766,4.524911,3.369475,7.1587944,0.042975068,0.0,1.4215361,0.0,0.0,0.0,0.0,0.0,0.0,3.0829434,0.0,0.0,6.2963734,0.0,8.242869,0.0,7.269747,7.892578,0.0,3.2824926,8.213967,0.0,6.800846,5.9535575,0.0,2.9247966,0.0,0.0,8.253688,0.0,0.0,0.0,6.5874424,5.787375,5.168027,7.032105,5.5730367,6.4266644,6.3482914,0.0,0.0,0.0,0.0,8.373116,6.6263247,0.0,4.5286264,0.0,7.8702683,6.8796406,0.0,0.0,0.50945306,0.0
GSM1523846,0.0,6.842878,0.0,4.0182686,7.716503,0.0,3.5446923,2.3990197,0.0,0.0,0.0,0.0,6.4318333,7.7843366,0.0,0.0,4.09486,0.0,7.6208224,8.197888,0.0,0.0,0.13446283,8.402341,0.0,5.750284,0.0,6.230607,1.6985254,0.0,0.44574654,0.0,3.0281065,0.0,6.2144012,8.571862,7.455621,6.7680016,0.0,2.247132,0.0,0.0,2.170808,0.0,6.189328,0.0,0.0,3.7252927,0.0,0.0,0.0,5.065509,0.0,4.4923487,0.0,5.262811,2.3226469,6.4271965,8.475772,0.0,6.700824,0.0,5.823351,1.6834147,1.6237432,8.901175,0.0,6.510063,0.0,8.262108,0.0,0.9240174,7.730953,1.429919,0.0,0.0,8.38246,0.0,0.0,0.0,0.0,0.0,0.0,0.03417921,6.0713015,1.9585618,4.864839,0.0,0.0,5.6089706,5.290688,3.1975563,0.0,6.8957057,6.1736174,0.0,5.1285663,0.0,0.0,0.0
GSM1523847,3.0122683,5.14637,0.8488327,3.6611104,0.0,0.79132974,4.0573854,3.3623857,0.0,3.7565908,2.866452,2.7789373,0.0,3.8553147,2.1910396,1.3615904,6.4391937,3.2687597,2.8099356,6.9608912,1.8594618,3.2189412,5.378101,2.509104,4.023914,0.18487847,3.937399,2.800149,3.4040403,1.1548704,3.6789842,3.921567,9.639256,3.3749762,4.871868,2.4121773,2.355178,4.0510263,2.5814743,1.1700206,0.18121254,3.111919,5.911498,1.878485,5.3619018,0.0,0.8082217,6.5139527,0.24361193,2.6156495,7.5653114,1.3669508,2.7806377,0.0,3.2421498,1.0192466,1.2461745,2.0915818,0.7418787,0.051927686,1.1179345,2.7101202,4.465372,3.725595,1.6029797,6.496147,3.8675032,1.1651424,4.2080164,1.5846937,3.4570272,1.7745831,5.024989,4.4283123,5.160776,4.434692,3.4937048,6.4772377,2.0941703,5.743327,2.5564415,3.2814035,2.7087235,0.0,9.554429,0.0,0.64123666,2.6148434,0.9767749,3.481039,0.19738245,3.1507468,4.0037413,2.4094615,1.7851268,4.112963,0.047614813,0.0,5.9269257,2.1616933
GSM1523848,0.0,1.0820137,1.391629,7.900447,5.141307,0.25915396,1.3578532,1.0002753,3.2609334,0.0,2.313354,5.7514653,8.694621,5.4164977,2.3450363,2.8457983,9.051474,1.6434636,2.4075193,1.0433675,0.0,0.0,3.890705,5.3134317,4.124992,3.7544732,1.2279391,2.1484075,0.82205105,0.83967996,0.0,0.0,1.6398909,0.09338951,0.65764725,2.015577,1.7867384,3.3096917,0.0,6.183096,0.45908213,0.0,0.17486322,0.0,3.0573783,0.6655048,3.1894474,0.0,1.8417283,4.258957,0.0,0.0,1.3129556,4.074814,0.0,1.913205,0.0,5.283006,4.323408,0.0,2.294291,0.0,3.0568225,3.0309572,5.8663483,0.32464802,6.5258455,3.4174452,5.086929,9.323688,0.0,2.3649313,8.566736,0.0,1.4999778,0.0,2.6636708,0.71825093,3.9710732,4.482618,0.31480706,0.0,0.0,3.305829,0.19877827,0.7177299,0.0,0.0,0.0,6.8823085,4.186391,2.734182,0.0,1.3348134,2.2379878,0.31008947,0.0,0.61426044,0.89880127,1.2905833
GSM1523849,7.407813,1.1275684,1.8762485,3.8847716,4.4479184,0.0,0.0,0.0,0.0,0.0,0.0,6.487987,0.0,2.1301093,6.672139,0.0,8.701205,0.0,0.0,7.2173905,6.1498275,0.0,0.0,0.0,0.0,0.0,0.0,6.461725,3.6150904,0.0,0.0,0.0,0.0,4.0413294,0.57431614,6.7034454,0.0,7.131294,0.46529257,0.0,0.0,0.0,5.650357,4.560613,7.715992,6.865118,5.0936527,0.0,1.5681432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5859609,4.5370913,6.696747,0.0,4.6117897,0.0,0.0,0.6025615,3.408258,0.0,0.0,0.0,7.8394337,0.0,0.0,6.9817495,0.0,5.364946,5.580755,0.0,0.4321741,0.0,0.0,7.771864,9.164513,0.0,5.432051,7.0513954,0.0,0.0,0.0,1.2384639,0.0,0.0,9.734041,0.0,0.0,8.837538,1.5989797,0.0,0.0,0.0,0.0,7.994978
GSM1523850,5.3281946,8.373981,0.0,0.92654884,5.008188,0.0,7.4407797,4.338458,3.6757245,4.235342,1.377008,0.87306905,0.0,3.950675,0.0,0.0,0.0,3.6705725,0.0,6.8928385,6.5805755,0.0,0.0,7.7602463,0.0,2.047733,2.0737786,5.9659967,2.1802106,5.102006,0.0,0.0,0.0,0.0,6.495303,7.6434293,0.0,7.2802386,4.7595944,5.2411366,0.0,0.0,6.8600254,0.0,0.0,0.0,2.949108,0.0,2.9372222,4.9441013,0.0,4.1916227,1.6340342,3.6674309,2.923195,6.115209,5.920562,3.703277,6.2678566,0.0,0.0,0.0,5.1571293,1.873281,0.0,4.849977,0.0,4.2006564,7.9011636,0.0,0.0,4.4294147,0.0,0.21618164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10091746,4.7499657,0.0,0.0,6.9909143,0.0,0.0,0.0,0.0,7.4353237,0.0,6.018696,6.7259912,0.0,0.06219423,3.6522386,0.8007076,6.999591,2.5752275
GSM1523851,0.0,0.0,5.3316975,4.5300603,0.0,0.7874116,5.469658,1.7625511,0.0,6.3911285,6.0232077,0.0,1.376056,0.0,0.08763683,7.6386847,5.3493567,0.0,1.2356713,7.1443276,5.0310903,0.0,5.6754346,6.850112,6.2485886,0.0,6.0239077,2.3538673,6.9582305,4.3303285,6.9949236,0.23868024,0.0,8.029544,5.609288,0.61223423,6.775922,4.8281255,5.7870183,0.0,0.8285699,0.8130541,0.0,4.149185,6.3765364,10.018037,1.3199766,5.3419614,0.0,3.6454,6.152359,0.0,5.8962736,0.0,7.037017,5.8675385,6.7868133,0.0,3.2251437,0.0,0.40965855,7.1785426,5.0792127,3.9888792,5.5323033,6.5502086,3.3134823,0.0,4.363648,6.6601768,0.50813496,0.0,0.0,3.4225698,7.680744,6.783677,0.0,4.0849147,7.4827137,4.915074,6.7653856,0.0,0.0,4.277632,5.4786167,1.3396869,2.5702467,0.30016196,3.8423705,6.814,1.966003,3.4792013,1.3279848,4.7948327,0.0,4.4476933,0.0,0.0,0.0,5.9950056
GSM1523852,5.06465,8.377594,0.0,4.9917984,0.0,4.1994896,9.207401,4.0084343,4.439733,4.1252766,0.5720054,3.151391,1.4580631,1.7537982,3.1664796,1.7006849,4.3311424,7.977504,0.393304,2.9288974,0.75581527,2.0026252,5.501668,3.5053866,0.0,0.0,0.0,4.7866592,5.0223207,4.726681,6.183299,2.5669587,5.9941874,0.36107767,5.155212,4.2319813,1.6082965,0.3421358,0.0,0.53413486,6.213514,0.58531904,1.6670771,1.7212621,0.75433743,0.043073058,2.9441507,0.0,2.8572104,4.7690096,3.9528089,0.7937298,3.4043555,3.3195999,0.0,0.21296406,3.464088,2.0606852,5.6113462,0.8342998,0.4737028,3.7443767,3.52598,1.5858271,2.743997,3.5494056,4.900923,6.5094934,0.7688591,1.6017312,1.9606627,0.0,1.175679,1.4863371,5.206977,5.469301,1.6317741,2.3446493,1.0164065,1.2689159,7.5404844,2.9916072,0.92949164,0.0,2.3333752,0.0,2.8208027,0.0,3.7986555,0.570588,3.9017813,2.5305376,3.4467888,3.163482,5.683859,3.0568087,2.5567107,1.6556561,0.5594686,3.744844
GSM1523853,7.173117,7.9000397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9125414,0.0,8.419627,0.0,0.0,4.3282714,0.0,6.81374,0.0,7.1946316,7.8701806,7.07513,0.0,8.127395,0.0,0.0,0.0,8.486212,0.0,7.712746,0.0,9.978344,0.0,6.7314014,0.0,0.0,6.728443,0.0,0.0,0.0,0.0,0.0,8.181356,0.0,0.0,0.0,0.0,0.99968076,0.9760108,0.0,0.0,7.193242,0.0,10.608644,0.0,0.0,0.0,9.73189,2.899177,7.897896,9.123999,6.499422,0.0,7.315567,8.19753,0.0,0.0,0.0,6.37971,0.0,0.0615592,0.0,0.0,3.1656356,4.683813,4.988107,4.4000216,0.0,0.0,0.0,5.268921,7.329955,5.9959984,5.5097513,1.5634102,0.0,0.0,0.0,2.6497111,8.377719,0.0,5.6051483,0.0,0.0,7.819062,0.00037574768,0.0,0.0,0.0,6.6283054,4.233142
GSM1523854,5.7883043,3.2771916,0.0,7.1863437,3.831934,0.0,7.325588,5.766324,1.4765239,0.0,0.0,7.360475,0.0,3.556701,4.8121467,3.2867136,8.385422,4.1006393,4.1390166,5.3055515,5.490236,2.1741655,6.906097,0.20300579,1.8971809,5.742407,0.12573242,7.3607454,5.454731,0.0,6.0289307,0.0,5.33891,9.3206415,5.082446,3.5138545,1.7918047,0.0,1.008134,0.0,0.0,5.845169,7.0632563,2.7866426,2.4453275,4.658594,5.2969093,1.3894155,0.0,0.0,5.203977,0.3107978,4.0542135,0.0,0.47933388,3.7518897,0.0,4.61908,3.8342748,0.39546156,5.2526307,0.7321845,7.392684,0.69833624,5.247164,0.0,5.2304983,5.493821,5.8365145,8.066248,3.825975,0.0,4.3932247,0.52285695,5.979107,4.965579,3.8124623,7.563772,0.0,6.1573997,7.0186872,7.7341223,4.768039,1.2572993,0.9290146,1.2501988,3.0719938,0.0,1.0291173,6.7900295,3.4142318,5.539728,0.0,5.695894,0.0,0.0,0.0,0.0,2.8656964,4.5256734
GSM1523855,5.2082987,0.0,0.0,10.236357,0.0,8.416807,0.0,0.0,10.139613,7.3030386,0.0,0.0,0.06678963,0.0,7.854842,0.0,0.0,0.0,6.260063,0.0,0.0,0.0,0.0,1.4883115,0.0,0.0,0.0,0.0,4.9566193,6.6824193,0.0,0.0,0.0,0.0,0.0,10.7055645,8.093091,0.0,0.0,0.0,0.7862092,0.0,0.0,9.69431,0.0,0.0,7.6397753,0.0,0.0,0.0,0.0,0.0,8.049584,0.0,0.0,5.408203,5.7765474,0.0,0.6668818,0.0,8.603226,8.916773,7.751354,6.1175966,1.9400163,10.26908,0.0,0.0,0.0,0.0,8.441375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.764116,6.431267,0.0,8.703112,6.610814,0.0,0.0,5.761154,8.715311,0.0,3.906229,0.0,0.0,7.400983,0.0,0.08747208,7.6297374,0.0,0.0,0.0,8.439995,7.0851727
GSM1523856,0.0,0.0,5.2201967,6.2001686,0.0,0.0,0.0,4.2250843,0.0,0.0,0.0,0.0,0.0,8.859004,0.0,5.4297943,7.868355,0.0,6.61238,0.0,0.0,0.0,0.0,0.0,6.5055447,0.0,5.3851757,0.0,7.3126755,0.0,0.0,0.0,0.05367267,9.155445,0.0,0.13423455,0.0,9.75592,8.487887,8.238478,2.7735562,0.0,7.7920303,6.1021323,4.106181,6.673908,0.0,0.0,0.0,0.0,0.0,8.086306,0.0,0.0,7.6822815,0.0,0.0,0.0,0.0,0.0,6.5663986,9.119588,0.0,0.0,9.5537195,9.864732,4.028524,7.3865104,0.0,0.0,0.0,0.0,3.1678984,0.0,6.81443,8.562612,7.7067003,0.0,7.4793253,8.84951,0.0,6.4459233,6.281496,0.0,0.0,6.411713,0.0,0.0,0.0,0.0,5.1346807,5.433489,8.419432,8.396743,0.0,0.0,0.0,0.0,0.0,7.088252
GSM1523857,4.911922,0.0,0.0,3.4525218,0.0,6.3472753,0.0,0.0,5.7756033,0.0,0.0,0.0,0.0,2.563674,7.481594,0.0,9.232998,7.5245566,0.0,2.9758346,7.2734294,0.0,0.0,0.0,8.108197,0.0,0.0,6.078974,0.3670087,3.9161453,0.0,0.0,0.0,6.2361474,8.104954,6.235343,0.0,7.62376,0.0,0.0,0.0,0.0,6.2538414,0.0,8.66658,0.0,8.230912,0.0,0.0,0.0,0.0,0.0,6.501378,0.0,6.1367846,7.132744,5.970855,0.0,6.2958727,0.0,6.953335,0.0,7.440588,0.0,0.0,0.0,0.0,0.0,6.447992,0.0,0.0,5.930001,0.0,10.358758,7.3928766,11.657956,0.0,0.0,0.0,5.03665,0.0,7.7041426,0.0,0.0,0.0,5.8469915,0.9053936,0.0,1.7050836,0.0,5.860991,0.0,0.0,8.036242,0.0,4.824563,3.885686,0.0,4.727104,0.0
GSM1523858,0.0,0.0,2.7931743,0.0,0.0,0.0,0.15459836,0.0,5.606884,0.0,2.07021,0.0,0.0,5.682621,0.55355275,0.0,0.0,0.0,0.0,0.0,7.0170302,0.0,0.0,0.0,9.273701,0.0,0.0,7.435357,2.9819543,7.052597,4.1661854,0.0,0.0,0.0,0.0,0.05761218,0.0,6.275216,0.0,6.0156903,0.0,0.0,5.9265375,0.0,0.0,0.0,5.9769216,0.0,6.395921,0.0,0.0,0.528232,8.544006,0.0,0.0,6.9985714,5.4990587,6.2417808,0.0,0.0,0.0,0.0,0.0,6.5707207,0.0,0.0,0.0,8.445061,0.0,0.0,0.0,5.6454034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.501567,0.0,0.0,5.3485866,5.896657,0.0,2.102433,6.1527042,0.0,0.0,0.0,8.978516,0.0,0.0,7.899376,0.0,10.08319,7.1556067,6.10896,3.513831,0.0
